Epoch,Train_Loss,Train_Acc,Test_Loss,Test_Acc
1,1.8632209062576295,28.75,3.056558837890625,12.0
2,1.4215466022491454,44.6875,2.809834804534912,15.25
3,1.2768659591674805,49.375,2.5841183853149414,19.5
4,1.3596770524978639,49.0625,2.415462923049927,22.0
5,1.108652400970459,56.5625,2.3102322673797606,23.75
6,1.1016778349876404,59.0625,2.211519718170166,24.25
7,0.9950080037117004,60.3125,2.1370100021362304,25.5
8,1.0252755403518676,60.0,2.106098394393921,25.0
9,1.0815382719039917,58.4375,2.084395341873169,25.75
10,1.047383177280426,60.625,2.0811441707611085,26.25
11,1.027564775943756,57.1875,2.0518791389465334,28.25
12,0.918343436717987,59.375,2.0246686363220214,27.75
13,0.8861411452293396,65.625,2.0230434703826905,28.75
14,0.8883435249328613,65.3125,1.991225881576538,29.25
15,0.9178179264068603,64.6875,1.9814440155029296,28.5
16,0.9004801750183106,58.125,1.9452028369903565,28.0
17,0.8533957719802856,65.9375,1.9384366703033447,29.25
18,0.9035155057907105,60.625,1.9528511619567872,30.5
19,0.8612967133522034,65.3125,1.9312076091766357,30.25
20,0.8199684262275696,65.3125,1.9354334259033203,29.5
21,0.8329116225242614,64.375,1.9022863960266114,30.5
22,0.7818880438804626,68.4375,1.9019596195220947,31.5
23,0.7641354560852051,68.75,1.865103759765625,31.5
24,0.7418460369110107,70.3125,1.869800453186035,32.0
25,0.7547274947166442,66.875,1.8609445095062256,32.75
26,0.7238187789916992,69.0625,1.8498743629455567,32.5
27,0.7115546822547912,69.6875,1.8397401428222657,32.0
28,0.7472846746444702,67.5,1.831873550415039,31.75
29,0.8020859837532044,65.9375,1.8207803058624268,31.75
30,0.718300724029541,69.6875,1.8186120796203613,31.25
31,0.7820249080657959,68.125,1.8092374801635742,31.75
32,0.7720935821533204,67.8125,1.8000969982147217,31.75
33,0.7338809967041016,69.375,1.7855872917175293,31.25
34,0.7520695924758911,68.75,1.7956848621368409,31.25
35,0.7051775455474854,71.5625,1.775507116317749,30.5
36,0.825288450717926,65.9375,1.7641308784484864,32.5
37,0.6813590168952942,72.8125,1.7649643325805664,32.0
38,0.6924672245979309,67.8125,1.7530142164230347,32.75
39,0.7804769515991211,69.6875,1.7568601417541503,33.25
40,0.682659363746643,71.5625,1.7455804109573365,33.0
41,0.6184983134269715,71.5625,1.7548925733566285,31.25
42,0.6903634071350098,72.1875,1.728021774291992,33.25
43,0.7858876585960388,67.8125,1.708953013420105,34.5
44,0.6774594068527222,74.375,1.7145290231704713,33.0
