Epoch,Train_Loss,Train_Acc,Test_Loss,Test_Acc
1,2.1947833776473997,21.875,3.7198179244995115,8.25
2,1.6816002607345581,37.5,3.4610776901245117,9.0
3,1.532613205909729,40.625,3.188738307952881,11.75
4,1.5966760158538817,43.4375,3.0090325927734374,12.0
5,1.3158414840698243,48.75,2.8731870746612547,13.75
6,1.3084196329116822,52.5,2.753024501800537,14.0
7,1.2086225509643556,50.3125,2.671083240509033,14.75
8,1.2393562078475953,52.1875,2.6270045471191406,16.75
9,1.298661756515503,50.625,2.622202081680298,15.25
10,1.247520101070404,51.875,2.6123781967163087,15.75
11,1.2389142513275146,49.375,2.5903987789154055,17.25
12,1.108480656147003,51.5625,2.5602811908721925,17.0
13,1.0441538572311402,57.5,2.5693414402008057,16.0
14,1.0723274111747743,55.625,2.505821285247803,18.0
15,1.0953842639923095,56.5625,2.512927141189575,17.25
16,1.0814095616340638,51.25,2.4668096542358398,19.25
17,1.0362903952598572,57.1875,2.470107078552246,18.75
18,1.1045954346656799,51.25,2.4789923095703124,18.0
19,1.0384856820106507,57.8125,2.466259250640869,18.0
20,0.9788183331489563,59.0625,2.4619979667663574,19.0
21,1.0251888394355775,56.25,2.4207991313934327,19.25
22,0.9351596355438232,61.25,2.430169858932495,19.25
23,0.9120059609413147,60.625,2.3860741424560548,20.0
24,0.9096139550209046,60.3125,2.3647610759735107,18.75
25,0.9097772002220154,59.0625,2.357658500671387,19.25
26,0.8781962990760803,61.875,2.377272825241089,18.5
27,0.863779890537262,61.5625,2.353039264678955,19.5
28,0.8814599871635437,60.9375,2.345223503112793,19.25
29,0.9568102836608887,56.875,2.3165017127990724,20.5
30,0.8783499836921692,63.75,2.3298488903045653,20.25
31,0.9392895102500916,60.625,2.3164556407928467,20.5
32,0.9329694390296936,58.125,2.2977936840057374,19.75
33,0.8901991605758667,59.375,2.272992811203003,20.0
34,0.9119866967201233,60.0,2.2957314586639406,19.75
35,0.8499452590942382,61.25,2.284434003829956,20.0
36,1.0043603897094726,60.3125,2.2756702136993407,18.75
37,0.8327789545059204,62.1875,2.2606185245513917,20.0
38,0.8404405355453491,59.6875,2.2508265495300295,20.0
39,0.9384649634361267,62.5,2.267496976852417,19.0
40,0.8493412613868714,62.1875,2.235632095336914,20.75
41,0.7581988990306854,67.1875,2.2799566555023194,17.75
42,0.8637928128242492,62.8125,2.240086040496826,19.25
43,0.9496452331542968,60.9375,2.192786331176758,20.5
44,0.8346856117248536,63.4375,2.2095030307769776,19.0
45,0.8492011904716492,59.375,2.2204436016082765,20.25
46,0.9360825181007385,56.25,2.1825116634368897,19.25
47,0.9052068948745727,58.4375,2.2000426959991457,19.5
48,0.8037408232688904,61.25,2.2060655784606933,18.75
49,0.905063247680664,57.1875,2.198478727340698,19.75
50,0.8767313838005066,59.375,2.1478232383728026,20.75
51,0.8485127091407776,60.625,2.1709428596496583,19.5
52,0.9058391571044921,55.0,2.155701265335083,20.5
53,0.9385219573974609,58.75,2.1391412353515626,21.25
54,0.8555423259735108,63.125,2.138841028213501,19.25
55,0.8262975335121154,59.375,2.1757651424407958,19.75
56,0.8422732472419738,62.8125,2.110147171020508,20.0
57,0.8119712471961975,62.5,2.1238563156127928,20.25
58,0.8862308621406555,65.625,2.1252635383605956,17.25
59,0.8337981820106506,62.8125,2.0965525627136232,20.25
60,0.8466846585273743,62.5,2.114737787246704,19.75
61,0.8183138012886048,64.0625,2.111399812698364,19.0
62,0.8093709230422974,62.8125,2.103436450958252,21.0
63,0.8728291869163514,61.25,2.0823131275177,20.5
64,0.832788062095642,62.8125,2.1007411098480224,19.25
65,0.8548676371574402,61.25,2.0878398323059084,19.75
66,0.8563609600067139,65.0,2.085158710479736,19.0
67,0.8705004334449769,59.375,2.092685031890869,19.0
68,0.9118839263916015,59.6875,2.0836119651794434,19.25
69,0.8583417057991027,61.5625,2.0445487785339354,20.0
70,0.8886346459388733,60.625,2.095714178085327,22.0
71,0.8374007701873779,64.375,2.087129192352295,19.5
72,0.9176849365234375,60.625,2.053993330001831,21.0
73,0.8988839268684388,62.8125,2.0876208400726317,20.75
74,0.8296504974365234,64.0625,2.0929788398742675,21.25
75,0.8109348773956299,63.4375,2.077241315841675,20.0
76,0.8682945013046265,64.6875,2.0785390377044677,20.25
77,0.7143662452697754,65.0,2.0768001747131346,21.0
78,0.813067090511322,63.125,2.0674438858032227,20.25
79,0.8183944821357727,62.5,2.0674923038482667,20.75
80,0.8044836163520813,65.3125,2.02682861328125,22.0
81,0.8197524189949036,60.9375,2.0585647869110106,20.25
82,0.8007894277572631,62.5,2.064252243041992,20.75
83,0.8053062796592713,65.0,2.0527490901947023,21.0
84,0.8112202405929565,63.4375,2.041330223083496,20.25
85,0.7889306545257568,66.25,2.0388220024108885,20.75
86,0.8348766565322876,62.1875,2.0437394046783446,21.5
87,0.8582635164260864,65.0,2.0344648647308348,20.0
88,0.8593125820159913,62.1875,2.0683658123016357,21.75
89,0.820904529094696,66.25,2.0446740913391115,19.75
90,0.8211625099182129,59.0625,2.036869525909424,21.75
91,0.8873003602027894,57.1875,2.04484938621521,19.25
92,0.9118830442428589,57.8125,2.013730707168579,23.25
93,0.8546642303466797,63.4375,2.0298957061767577,18.25
94,0.849786901473999,62.5,2.0297092628479003,20.0
95,0.7987877011299134,66.875,2.028899326324463,19.75
96,0.7823228418827057,62.8125,2.0020048904418943,20.5
97,0.7815065026283264,64.375,2.0103741836547853,20.75
98,0.8603522539138794,60.625,2.0191877841949464,20.25
99,0.8842974543571472,58.4375,1.9803399801254273,21.75
100,0.7812831044197083,67.1875,2.0471785926818846,21.0
