Epoch,Train_Loss,Train_Acc,Test_Loss,Test_Acc
1,1.6453909397125244,41.5625,2.4856366157531737,17.75
2,1.1119041442871094,60.0,2.0354827880859374,32.25
3,0.9797029852867126,65.625,1.8825641536712647,36.75
4,0.929954731464386,69.0625,1.7653730869293214,40.5
5,0.96095290184021,67.5,1.702040719985962,45.5
6,0.824751901626587,70.9375,1.6633635711669923,46.5
7,0.7503057360649109,72.5,1.639408779144287,48.5
8,0.7914770364761352,71.875,1.5880208587646485,48.5
9,0.7292722344398499,74.0625,1.5535394382476806,49.25
10,0.8556835174560546,68.4375,1.5434168815612792,49.75
11,0.762598717212677,74.375,1.5198409271240234,49.25
12,0.7631351709365845,73.75,1.5045041370391845,52.25
13,0.7765031456947327,70.9375,1.4987801170349122,51.75
14,0.7194977521896362,74.375,1.4773319721221925,52.0
15,0.8009479284286499,73.125,1.475631332397461,51.5
16,0.7992068886756897,72.1875,1.4611049365997315,52.25
17,0.7979882597923279,73.125,1.4690349578857422,51.75
18,0.6952743887901306,75.3125,1.4462546920776367,53.75
19,0.6420118510723114,78.75,1.441426305770874,53.5
20,0.8057555556297302,76.25,1.4338662910461426,51.75
21,0.743066668510437,73.75,1.402966661453247,53.25
22,0.7485491037368774,73.75,1.4119655227661132,52.5
23,0.7756007969379425,74.0625,1.3764829921722412,54.25
24,0.6474971532821655,77.1875,1.3824188137054443,54.0
25,0.711891520023346,73.75,1.3751803398132325,54.5
26,0.6633739829063415,76.5625,1.380650520324707,53.0
27,0.6577262878417969,74.375,1.3708386993408204,53.5
28,0.6866760849952698,75.625,1.3590276765823364,53.5
29,0.6534281492233276,78.75,1.3582552337646485,52.5
30,0.6613923668861389,76.25,1.345035924911499,55.25
31,0.6412166118621826,79.6875,1.3409073448181152,55.25
32,0.807518196105957,72.8125,1.3339841985702514,56.0
33,0.6703582227230072,77.8125,1.3212189674377441,55.0
34,0.7095826625823974,75.625,1.3226878881454467,55.75
35,0.6092099547386169,76.875,1.3104164934158324,54.25
36,0.7259526968002319,72.8125,1.3066616821289063,56.25
