Epoch,Train_Loss,Train_Acc,Test_Loss,Test_Acc
1,2.5994640350341798,27.8125,4.6034520244598385,4.75
2,1.9055142641067504,33.125,3.813877124786377,8.75
3,1.8259081363677978,35.0,3.4367168617248534,14.0
4,1.7205063819885253,39.0625,3.256050271987915,15.25
5,1.425485110282898,49.375,3.1965170383453367,14.5
6,1.4976603031158446,45.625,3.0589682483673095,17.5
7,1.4415350437164307,48.4375,3.0139849376678467,16.25
8,1.3926860809326171,50.9375,2.9096751022338867,17.0
9,1.340094757080078,49.0625,2.855039119720459,19.75
10,1.238144612312317,51.5625,2.7835514163970947,21.25
11,1.3007566452026367,51.875,2.748215608596802,20.0
12,1.2959572315216064,52.5,2.7432351684570313,19.5
13,1.2865082025527954,51.5625,2.643584280014038,21.25
14,1.1843896389007569,56.25,2.645115404129028,20.25
15,1.1497168064117431,54.6875,2.6126887035369872,20.75
16,1.2210123777389525,55.0,2.5702055358886717,24.0
17,1.216678524017334,53.4375,2.5087328243255613,22.0
18,1.0868064761161804,58.125,2.5424782133102415,24.25
19,1.1255837678909302,58.75,2.492999544143677,25.0
20,0.9952378869056702,60.9375,2.463542251586914,22.0
21,1.026512050628662,57.1875,2.432806234359741,23.5
22,1.0389559745788575,59.0625,2.414164686203003,24.5
23,1.0160363912582397,59.375,2.3813192367553713,25.0
24,1.1418294668197633,57.1875,2.382722568511963,25.5
25,0.971013343334198,60.0,2.3284060049057005,26.0
26,1.0372389197349547,56.875,2.3698237895965577,26.75
27,0.9370306491851806,61.25,2.327511944770813,24.5
28,1.048641312122345,54.6875,2.3131102752685546,24.25
29,0.9831607341766357,59.0625,2.3108995151519776,24.5
30,0.9800579786300659,58.75,2.2980178070068358,24.25
31,0.9711013793945312,58.4375,2.277501859664917,25.5
32,1.0350212931632996,53.125,2.2519831752777097,26.5
33,1.0171485662460327,61.5625,2.236018433570862,25.5
34,1.1224391222000123,54.0625,2.27743145942688,23.75
35,1.0163536548614502,57.5,2.247337317466736,25.5
36,0.9594454765319824,62.1875,2.249502820968628,25.25
37,1.0079939007759093,57.5,2.2181631422042845,26.5
38,0.9410706758499146,64.0625,2.198964023590088,25.25
39,0.9931490540504455,55.0,2.2118331813812255,24.75
40,1.0818631649017334,55.9375,2.2237279272079467,23.5
41,1.0209768652915954,55.625,2.1731055212020873,27.0
42,1.06203590631485,55.3125,2.1975853776931764,25.25
43,0.9522763133049011,61.25,2.1558496236801146,26.5
44,0.8867532134056091,58.75,2.1815059089660647,24.75
45,1.030808162689209,57.1875,2.165223274230957,23.25
46,0.9331361532211304,61.875,2.148746633529663,25.0
47,1.0708722591400146,58.75,2.1568682193756104,24.5
48,0.9957903504371644,56.25,2.115406594276428,27.0
49,1.0049193978309632,56.5625,2.157200937271118,27.25
50,0.8828471779823304,60.625,2.1719093132019043,24.5
51,0.9678958535194397,60.3125,2.183466758728027,24.25
52,0.903695571422577,59.6875,2.154041166305542,26.0
53,0.9603152394294738,57.8125,2.1418645572662354,26.25
54,0.9586336255073548,60.3125,2.1331057500839234,26.0
55,0.9499761819839477,55.9375,2.165952515602112,25.75
