Epoch,Train_Loss,Train_Acc,Test_Loss,Test_Acc
1,2.4024352073669433,31.875,3.1501355075836184,19.25
2,1.9011197328567504,49.6875,2.6850205993652345,29.75
3,1.4077638149261475,56.875,2.377965974807739,36.25
4,1.2583242177963256,60.625,2.1523672103881837,39.5
5,1.3022043824195861,55.9375,1.9754472732543946,42.75
6,1.0505076408386231,63.4375,1.835260877609253,43.0
7,0.9771753907203674,65.0,1.7011902618408203,46.5
8,0.96027911901474,65.3125,1.652374906539917,47.0
9,0.9951536059379578,64.0625,1.5711398363113402,48.5
10,0.8902071118354797,65.3125,1.522522578239441,48.75
11,0.7603447914123536,72.5,1.488323974609375,49.75
12,0.7587171912193298,72.5,1.445149621963501,52.5
13,0.8626871228218078,70.0,1.4188531398773194,52.5
14,0.78414386510849,70.625,1.3989593648910523,51.25
15,0.6960859656333923,75.625,1.3521824169158936,52.5
16,0.6135078608989716,77.1875,1.3379568099975585,53.25
17,0.7588334918022156,72.5,1.313389539718628,53.5
18,0.6489609062671662,76.25,1.3098039293289185,54.75
19,0.6170193076133728,79.0625,1.303237910270691,53.25
20,0.6601011753082275,79.0625,1.2752435636520385,53.0
21,0.599390983581543,80.3125,1.247380061149597,54.5
22,0.6692993521690369,76.875,1.250197639465332,53.0
23,0.5919763684272766,81.5625,1.232694206237793,54.5
24,0.5897905230522156,78.4375,1.2155446052551269,55.25
25,0.627968716621399,78.4375,1.2305090999603272,55.5
26,0.6176792502403259,75.3125,1.213231282234192,56.0
27,0.5973664402961731,79.0625,1.2202485799789429,54.5
28,0.5536917507648468,80.9375,1.2084046077728272,55.0
29,0.5081092357635498,83.125,1.2054359912872314,57.25
30,0.5676710605621338,81.25,1.18966402053833,55.75
31,0.5348534941673279,81.875,1.1814711332321166,57.5
32,0.6099148750305176,80.0,1.1753678178787232,57.5
33,0.5718409776687622,79.375,1.1579786682128905,57.25
34,0.5859252750873566,80.9375,1.1640948820114136,57.75
35,0.558006739616394,80.625,1.1548889923095702,58.25
36,0.5286480069160462,82.5,1.1549680280685424,57.5
37,0.535054475069046,78.4375,1.1710076999664307,57.25
38,0.5731894314289093,81.5625,1.161904969215393,58.0
39,0.6341058373451233,78.4375,1.159766402244568,57.5
40,0.5799465596675872,77.1875,1.1539355278015138,57.25
41,0.6003014743328094,79.375,1.143168249130249,58.5
42,0.49760561585426333,82.8125,1.1557689428329467,58.75
43,0.5230037450790406,82.1875,1.1157692670822144,57.5
44,0.5722170829772949,80.0,1.1235977745056152,59.5
45,0.5120468616485596,81.5625,1.1276369428634643,58.25
46,0.6655494093894958,79.375,1.1109183979034425,60.25
47,0.5354221045970917,82.1875,1.1146578788757324,60.5
48,0.57671639919281,78.75,1.1173312950134278,59.5
49,0.5227650165557861,82.1875,1.1283595561981201,58.75
50,0.47104533910751345,82.5,1.1200796747207642,59.0
51,0.549148291349411,80.9375,1.1207241678237916,62.0
52,0.4613079488277435,84.0625,1.1281654739379883,60.5
53,0.5210800766944885,83.4375,1.1096746253967285,61.0
54,0.5023109078407287,84.6875,1.109570984840393,61.0
55,0.49334330558776857,82.8125,1.117129135131836,59.25
56,0.5356012582778931,82.1875,1.1092195320129394,61.25
57,0.5243692398071289,80.625,1.095751872062683,61.0
58,0.5924656748771667,81.25,1.104762029647827,60.0
59,0.565832382440567,80.9375,1.1034475326538087,60.5
60,0.4712357223033905,83.125,1.110327672958374,61.0
61,0.4790101289749146,82.8125,1.1010710048675536,63.5
62,0.5381604373455048,80.0,1.0941263628005982,62.5
63,0.4195120930671692,84.6875,1.098211236000061,60.75
64,0.468774688243866,83.125,1.1046808862686157,61.5
65,0.5572836101055145,80.0,1.0946667671203614,60.5
66,0.4886202037334442,83.4375,1.1029395055770874,62.25
67,0.5361818552017212,81.25,1.0969454431533814,60.0
68,0.5355802118778229,83.125,1.1009967470169066,61.25
69,0.4636057913303375,81.25,1.087465648651123,61.5
70,0.4654125213623047,82.8125,1.0941369438171387,60.5
71,0.5159599840641022,81.25,1.1023270320892333,61.0
72,0.4548578321933746,83.4375,1.083069577217102,62.75
73,0.42522865533828735,85.0,1.0889294576644897,61.5
74,0.4867087066173553,82.5,1.0855852603912353,60.0
75,0.5515851676464081,83.4375,1.0992531824111937,62.25
76,0.5617171049118042,77.5,1.083130440711975,62.5
77,0.4272243857383728,85.9375,1.0851277685165406,60.75
78,0.5206826984882355,82.1875,1.0900053453445435,59.75
79,0.5345465660095214,82.8125,1.0878518581390382,61.0
80,0.4358092486858368,85.3125,1.0797032260894774,62.25
81,0.5646819770336151,81.875,1.0790551090240479,61.5
82,0.5858542501926423,79.0625,1.0696215677261351,62.25
83,0.39738059639930723,88.125,1.0736307382583619,62.25
84,0.608111959695816,78.4375,1.0726987314224243,62.25
85,0.49919379949569703,80.625,1.064550986289978,62.25
86,0.516064453125,82.5,1.0697985649108888,62.25
87,0.4308782994747162,86.25,1.0741122579574585,62.0
88,0.467732185125351,83.4375,1.0765042734146117,61.0
89,0.48520240783691404,83.4375,1.0861192798614503,61.75
90,0.46114007830619813,82.5,1.0752463150024414,62.25
